artista,musica,observacao,tag
Man with a mission,Database,Log Horizon,anime
Man with a mission,My Hero,Inuyashiki,anime
Man with a mission,Raise your flag,Gundam,anime
Man with a mission,Seven Deadly Sins,Nanatsu no Taisai,anime
MWAM x Milet,Kizuna no Kiseki,Kimetsu no Yaiba,anime
Mantena e JP,Dança do Street Fighter,,brasil
Manuel Gomes,Eu Vou Deixar de Ser Besta,Aaaai Aaai Aaai,brasil
Manuel Karamori,Gas gas gas,Initial D,anime
Maná,Oye mi amor,,pop rock
Maon Kurosaki,Return to destiny,HighSchool of the Dead,anime
Marilyn Manson,The beautiful people,,metal
Marilyn Manson,Sweet dreams (are made of this),,metal
Marina Fujiwara,Daydream Syndrome,Yumekui Merry,anime
Marisa de Lille,Tengo la Fe,Digimon,anime
Marisa de Lille,I wish,Digimon,anime
Mariya Takeuchi,Plastic Love,,jpop
Mark Keali'i Ho'omalu,Hawaiian Roller coaster ride,Lilo & Stitch,soundtrack
Mark Ronson,Uptown Funk,,
Maroon 5,Girls like you,,pop rock
Maroon 5,This love,,pop rock
Maroon 5,Moves like jagger,,pop rock
Maruosa,Aca,,jpop jrock
Marvin Gaye,Ain't no mountain,,50s-80s
Mary Costa/ Bill Shirley,Once Upon a Dream,A Bela Adormecida,soundtrack
Mary's Blood,Marionette,,Metal
Masa,Kitsune no Yomeiri,Hatsune Miku,vocaloid
Masafumi Takada,From me to you too,Danganrompa,soundtrack
Masato Nakamura,Green Hill zone,Sonic,soundtrack
Masato Nakamura,Satar light zone,Sonic,soundtrack
Masatoshi Ono,Departure!,Hunter x Hunter,anime
Masayoshi Oishi,Koi wa Explosion,Koi wa Sekai Seifuku no ato de,anime
Masayuki Suzuki,Daddy!Daddy!Do!,Kaguya Love is War,anime
Masayuki Suzuki,Giri giri,Kaguya Love is War,anime
Massacration,Metal Bucetation,All the Nation. Stop the punhetation,Metal brasil
Massacration,Metal is the Law,Ai ai ai ai ai ai ai Em cima embaixo puxa e vai,Metal brasil
Massacration,Metal milkshake,Lunch! Hot dog! Milkshake!,Metal brasil
Massacration,Feel the fire...from the barbecue,somente guitarra,Metal brasil
Massacration,Evil Papagali,somente expert,Metal brasil
Massacration,Cereal metal,somente expert,Metal brasil
Massacration,Metal dental destruction,somente expert,Metal brasil
Massacration,Let's ride to metal land,somente expert,Metal brasil
Massacration,Metal Milf,somente expert,Metal brasil
Massacration,The Mummy ft. Falcão,2000 years without any fudation can you imagine the farao situation,Metal brasil
Massacration,Sufocator of metal,somente expert,Metal brasil
Massacration,The bull,somente expert,Metal brasil
Massacration,The fire te steel the heavy & the money,somente expert,Metal brasil
Mastodon,Colony of birchmen,,Metal
Matanza,Ela roubou meu caminhão,Eu que tinha até tatuado o nome dela sem bateria,brasil rock metal
Matenrou Opera,Justice,,jrock metal
Matenrou Opera,Pandora,,jrock metal
Matsumoto Rika,XY&Z,Pokemon,anime
Mauren Mendo,Soldier Dream (latino),Saint Seiya,anime
Max Coveri,Running in the 90's,Initial D,anime
Maximum the hormone,"F",Dragon Ball,anime
Maximum the hormone,Bu-ikikaesu!!,,jrock
Maximum the hormone,Góld~en~Guy,,jrock
Maximum the hormone,Haikei VAP-dono,sem bateria,jrock
Maximum the hormone,HAWATARINIOKU CENTI,Chainsaw Man sem bateria,anime jrock
Maximum the hormone,Houchou hasami cutter knife dosu kiri,,jrock
Maximum the hormone,Maximum the hormone,,jrock
Maximum the hormone,What's up people?!,Death Note,anime jrock metal
Maximum the hormone,chu chu lovely muni muni mura mura purin purin boron nururu rero rero,,jrock metal
Maximum the hormone,Koi no Mega Lover,sem bateria,jrock
Maximum the hormone,Zetsubou Billy,Death Note,anime jrock metal
May'n,Scarlet Ballet,Hidan no Aria,anime
Mayu Maeshima,Long Shot,Re:zero,anime
Mayumi Fujita Lotus Juice,Pull the trigger,Persona,soundtrack
Mayumi Fujita Lotus Juice,Wiping all out,Persona,soundtrack
MC Hammer,U can't touch this,,
MC Kevinho,Olha a Explosão,,brasil
Meg Rock,Baby Low Tension,Peach Girl,anime
Meg Rock,clover,Solty Rei,anime
Megadeth,Peace Sells,,metal 50s-80s
Megadeth,Hangar 18,o governo esconde as coisa de voce (945646 solos),metal 50s-80s
Megadeth,Holy Wars...The Punishment Due,,metal 50s-80s
Mayumi Hayashibara,Kimi sae ireba,Love Hina,anime
Mayumi Hayashibara,Sakura Saku,Love Hina,anime
Melissa,Kimi to Nagameru Natsu no Hana,,j-song
Megumi Hinata,Catch you catch me,Cardcaptors Sakura,anime
Megumi Ogata,Hohoemi no Bakudan,Yu Yu Hakusho,anime
Megumin & Kazuma,Explosion Song,Konosuba sem bateria,anime
Merle Haggard,Mama tried,,
Meshuggah,ObZen,,Metal
Meshuggah,New Millennium Cyanide,,Metal
Metallica,Lux Eterna,,Metal Rock 50s-80s
Metallica,Fuel,,metal 50s-80s
Metallica,Dirty Window,,metal 50s-80s
Metallica,Frantic,,metal 50s-80s
Metallica,Master of Puppets,CUSTA O DOBRO DE FICHAS Stranger Things,metal 50s-80s soundtrack
Metallica,One,CUSTA O DOBRO DE FICHAS,metal 50s-80s
Metallica,Seek & Destroy,CUSTA O DOBRO DE FICHAS,metal 50s-80s
Metallica,St. Anger,CUSTA O DOBRO DE FICHAS,metal 50s-80s
Metallica,Die die my darling,,metal 50s-80s
Metallica,Whiskey in the jar,,metal 50s-80s
Metallic & Ozzy,Paranoid,,metal 50s-80s
Metric,Gimme Sympathy,,Pop Indie
Metric,Black Sheep,Filme Scott Pilgrim,Indie Rock Pop soundtrack
Metric,Combat Baby,,indie pop
MGMT,Electric Feel,,Indie Rock
MGMT,Little Dark Age,,Indie Rock
MGMT,Brian Eno,,Indie Rock
MGMT,Kids,,Indie Rock
MGMT,Weekend Wars,,Indie Rock
Michael Jackson,Black or White,,pop 50s-80s
Michael Jackson,Come together,,pop 50s-80s
Michael Jackson,Rock with you,,pop 50s-80s
Michael Jackson,Bad,,pop 50s-80s
Michael Jackson,The way you make me feel,,pop 50s-80s
Michael Jackson,Smooth criminal,,pop 50s-80s
Michael Jackson,Thriller,,pop 50s-80s
Michael Jackson,Beat it,,pop 50s-80s
Michael Jackson,Billie Jean,,pop 50s-80s
Michiru Yamane,Nocturne,Castlevania,soundtrack
Michiru Yamane,Lost Painting,Castlevania,soundtrack
Michiru Yamane,The Tragic Prince,Castlevania,soundtrack
Midnight grand Orchestra,Highway,,jpop
Midnight oil,Beds are burning,,rock
Midori,Go-hyoushi,,jrock
The Mighty mighty bosstones,Where'd you go?,,rock
Mika Nakashima,Kiss of Death,Darling in the Franxx,anime
Mikako Komatsu,Trick Box,Nisekoi,anime
Miki Matsubara,Mayonaka no Door (stay with me),,jpop
Mikito-p,Roki,Kagamine Rin,vocaloid
Miley Cyrus,Wrecking Ball,,pop
Millencolin,No cigar,,rock
Millennium Parade x Sheena Ringo,WORK,Jigokuraku (Hell's Paradise),anime
Minami,Kawaki wo Ameku,Domestic na Kanojo,anime
Minato Aqua,DaDaDaDa Tenshi,vtuber,vtuber
Mindaryn,Fireworks,Why Raeliana Ended Up at the Duke's Mansion,anime
Mindaryn,Survive,Why Raeliana Ended Up at the Duke's Mansion,anime
Minmi,Shiki no Uta,Samurai Champloo,anime
Miranda Cosgrove,Headphones on,iCarly,soundtrack
Misokkasu,Rising Rainbow,Shokugeki no Souma (Food Wars),anime
Missile Girl Scoot,Big Mouth,,jrock
Misty Rain,Sakura no sakanu wa eiketsu no,,vocaloid
Mix Speaker´s inc,Shiny Tales,Danshi Koukousei no Nichijou sem bateria,anime
Miyazaki Ayumi,Breave heart,Digimon,anime
Miyazaki Ayumi,Break up!,Digimon,anime
Miyu Tomita,Deep in Abyss,Made in Abyss,anime
Mizuho Yasuda,Stay alive,Re:zero,anime
Mizuki Nana,Innoccent Starter,Lyrical Nanoha,anime
Mizuki Nana,Junketsu Paradox,Blood-C,anime
Mizuki Nana,Virgin Code,,jpop jrock
Mizuki Nana x T.M.Revolution,Kakumei Dualism,Kakumeiki Valvrave,anime
Mizuno Saaya,My Secret,Kaichou wa Maid Sama sem bateria,anime
MOB Choir,99,Mob Psycho,anime
MOB Choir,99.9,Mob Psycho,anime
Modest Mouse,float on,,indie rock
Moi dix mois,Priere,,jrock
Molly Hatchet,Flirtin' with disaster,,rock 50s-80s
Momokurotei Ichimon,Nippon Egao Hyakkei,Joshiraku,anime
MONGOL800,Chiisana Koi no Uta,Karakai Jouzu no Takagi-san,anime
The Monkees,I'm a Believer,,50s-80s rock
Monochrome-coat,Sin,,jpop
Mortal Kombat,Techno Syndrome,Mortal Kombat,soundtrack
The Mother hips,Time we had,,indie rock
Motörhead,Ace of Spades '08,,50s-80s metal
Motörhead,Killed by death '08,,50s-80s metal
Mountain,Mississippi Queen,,50s-80s rock
Mr. Big,To be with you,,rock 50s-80s
Mrs. Green Apple,Inferno,Fire Force,anime
Mudvayne,Death Blooms,,Metal
Mudvayne,Dig,,Metal
Mudvayne,Determined,,Metal
The Muffs,Kids in America,,rock
The Muffs,Outer Space,,rock
Muse,Knights of Cydonia,,rock
Muse,Neutron Star Collision,Ending Eclipse (Crepúsculo),rock soundtrack
Muse,Psycho,,rock
Muse,Bliss,,rock
Muse,Hyper Music,,rock
Muse,Plug in Baby,,rock
Muse,Citizen Erased,,rock
Muse,Uprising,,rock pop
Muse,Resistance,,rock
Muse,Unnatural Selection,,rock
My Chemical Romance,Sing,,rock
My Chemical Romance,I Don´t Love You,,rock
My Chemical Romance,Mama,,rock metal
My Chemical Romance,Dead!,,rock
MY FIRST STORY x HYDE,Mugen,Kimetsu no Yaiba sem bateria,anime
My Hero Academia,You Say Run,Boku no Hero Academia,anime
Myth & Roid,Jingo Jungle,Youjou Senki,anime
Myth & Roid,Tit for tat,Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru,anime
Naiara Azevedo,50 reais,Não sei se dou na cara dela ou bato em você,brasil
Nana Kitade,Kesenai Tsumi,Fullmetal Alchemist,anime
Nanahoshi Kangengakudan,Rubik's cube,Hatsune Miku,vocaloid
Nanahoshi Kangengakudan,Shuumatsu no mythologia,Hatsune Miku,vocaloid
Nanase Aikawa,Yume miru shoujo ja irarenai,,jpop
Nanowa Tensi,Dadadada Tenshi,Nanawo Akari,
Nano,No pain no game,Btooom!,anime
Nano,Sable,Sono Kuroki Hagane,anime
Nano.ripe,Lime tree,Saijaku Muhai no Bahamut,anime
Nano.ripe,Hana no Iro,Hanasuku Iroka,anime
Nanou,Hello/how are you,Hatsune Miku,vocaloid
Naoto Shibata Project,Bloody tears,,j-song
Naoto Shibata Project,Vampire Killer,,j-song
Nazareth,Hair of the dog,,50s-80s rock
NCT 127,Sticker,,k-pop
Necronomidol,Ritual,,jpop
Necry Talkie,Fuzaketenaize,Kanojo mo Kanojo,anime
Neko Hacker,Setsuna no Chikai,Tonikaku Kawaii sem bateria,anime
Nem,Dream-Eating Monochrome Baku,Kagamine Len,vocaloid
Nemaui,Aoao,NemaUi,jpop vtuber
Neru,Abstract Nonsense,Kagamine Rin,vocaloid
Neru,Lost one no goukoku,Kagamine Rin,vocaloid
Neru,Ningen shikkaku,Kagamine Rin,vocaloid
Neru,Tokyo teddy bear,Kagamine Rin,vocaloid
NewJeans,Ditto,,Kpop
New found glory,All Downhill from here,,rock
New found glory,Hit or miss,,rock
New found glory,King of wishful thinking,,rock
New found glory,My frined over you,,rock
The new pornographers,Electric Version,,indie rock
New radicals,You get what you give,,rock
Nickelback,Burn it to the ground,,pop rock
Nickelback,Figured you out,,pop rock
Nickelback,How you remind me,,pop rock
Nickelback,Never Again,,pop rock
Nickelback,Photograph,,pop rock
Nickelback,Rockstar,,pop rock
Nickelback,Someday,,pop rock
Nickelback,This Afternoon,,pop rock
Nicki Minaj,Anaconda,,pop
Nicki Minaj,Super Bass,,pop
Nico touches the walls,Diver,Naruto Shippuden sem bateria,anime
Nico touches the walls,Hologram,Fullmetal Alchemist,anime
Night Ranger,Sister Christian,,rock 50s-80s
Nightmare,The WORLD,Death Note,anime jrock metal
Nightmarepandora,Pandora,,jrock
Nightwish,Nemo,,metal
Nightwish,Wish i Had an Angel,sem bateria,metal
Nightwish,Over the hills and far away,,metal
Nightwish,Wishmaster,,metal
Niki,Ultra Rocket,,vocaloid
Niko,Night of fire 2004,Initial D,anime
Nil,Blowing,Burn the Witch,anime
Nine inch nails,Closer,,rock
Nine inch nails,The Hand that feeds,,rock
Nine inch nails,Head like a hole,,rock
Nirvana,Smells Like Teen Spirit,,Rock
Nirvana,Polly,sem bateria,rock
Nirvana,In Bloom,,rock
Nirvana,Come as you are,,rock
Nirvana,Lithium,,rock
Nirvana,Territorial Pissings,,rock
Nirvana,Drain You,,rock
Nitta Emi,White Eternity,,jpop
Nobodyknows+,Hero's Come back!!,Naruto Shippuden,anime
Nofx,Stickin in my eye,,rock 50s-80s
Nogizaka46,Tsukino Ookisa,Naruto sem bateria,anime
NoGoD,Kamikaze,,jrock metal
Noisestorm,Crab Rave,,
Noma,Brain power,,soundtrack
Nonoc,Tomoshibi,Spy Kyoushitsu,anime
Norman Greenbaum,Spirit in the sky,,
Nothing's carved in stone,Out of control,Psycho-Pass,anime
Nozomi Tojo,Snow Halation,Love Live,anime
NSYNC,Bye bye bye,,
O-life Japan,Yukijin Sama no couple dance,,jpop
O-zone,Dragostea din tei,,
OASIS,Wonderwall,,rock
Odyssey,Magical Girl,,
Official Higedandism,Cry-baby,Tokyo Revengers,anime
Official Higedandism,Fire ground,Hinomaru Sumou,anime
Official Higedandism,Mixed Nuts,Spy x Family,anime
Official Higedandism,White Noise,Tokyo Revengers,anime
The Offspring,Days go by,,rock 50s-80s
The Offspring,Nitro (youth energy),,rock 50s-80s
The Offspring,No control,,rock 50s-80s
The Offspring,Original Prankster,,rock 50s-80s
The Offspring,Slim Pickens Does the right thing and rides the bomb to hell,,rock 50s-80s
The Offspring,Want you bad,,rock 50s-80s
The Offspring,Have you ever,,rock 50s-80s
The Offspring,Staring at the sun,,rock 50s-80s
The Offspring,Pretty fly (for a white guy),,rock 50s-80s
The Offspring,The kids aren't alright,,rock 50s-80s
The Offspring,Feelings,,rock 50s-80s
The Offspring,She's got issues,,rock 50s-80s
The Offspring,Why don't you get a job?,,rock 50s-80s
The Offspring,Americana,,rock 50s-80s
The Offspring,The meaning of life,,rock 50s-80s
The Offspring,Cool to hate,,rock 50s-80s
The Offspring,Gone away,,rock 50s-80s
The Offspring,Intermission,,rock 50s-80s
The Offspring,I choose,,rock 50s-80s
The Offspring,All I want,,rock 50s-80s
The Offspring,Nothingtown,,rock 50s-80s
The Offspring,You're gonna go far kid,,rock 50s-80s
The Offspring,Hammerhead,,rock 50s-80s
The Offspring,A lot like me,,rock 50s-80s
The Offspring,Kristy are you doing okay?,,rock 50s-80s
The Offspring,Gotta get away,,rock 50s-80s
The Offspring,Genocide,,rock 50s-80s
The Offspring,Come out and play (keep 'em separated),,rock 50s-80s
The Offspring,Self Esteem,,rock 50s-80s
The Offspring,It'll be a long time,,rock 50s-80s
The Offspring,What happened to you?,,rock 50s-80s
The Offspring,So alone,,rock 50s-80s
The Offspring,Hit that,,rock 50s-80s
The Offspring,(Can't get my) Head around you,,rock 50s-80s
The Offspring,Da hui,,rock 50s-80s
Ok go,Here it goes again,,
Okamoto's,Where do we go?,Dr Stone,anime
Olivia Rodrigo,Deja Vu,recomendamos baixo bateria e voz pois guitarra tem poucas notas,Pop
Olivia Rodrigo,Obsessed,,Pop rock
Olivia Rodrigo,Vampire,,Pop
Olivia Rodrigo,Pretty Isn't Pretty,,Pop rock
Olivia Rodrigo,All-American Bitch,,Pop rock
Olivia Rodrigo,bad idea right?,,pop rock
Omoi,Teo,Hatsune Miku,vocaloid
One direction,Drag Me down,,pop
One direction,What you makes beautiful,,
One Ok Rock,Clock Strikes,Yakuza Isshin!,soundtrack jrock
One Ok Rock,Memories,sem letra,jrock
One Ok Rock,No Scared,Black Rock Shooter,soundtrack jrock
One Ok Rock,Prove,,jrock
One Ok Rock,Re:make,,jrock
One Ok Rock,Kansen Kankaku Dreamer,,jrock
One Ok Rock,Jibun Rock,,jrock
One Ok Rock,Liar,,jrock
One Ok Rock,Riot!!!,,jrock
One Ok Rock,Wherever you are,,jrock
One Ok Rock,I was king,,jrock
One Ok Rock,The Beginning,Samurai X (Live Action),soundtrack
Onmyouza,Kouga Ninpoouchou,Basilisk,anime
Onmyouza,Mezame,,jrock
Onmyouza,Nemuri,,jrock
Onmyouza,Shiranui,,jrock
Oota Michihiko,Slash!!,Digimon,anime
Opiate for the masses,Burn you down,,Metal
The oral cigarettes,Kyouran hey kids!!,Noragami,anime
Oreskaband,Jitensha,Naruto Shippuden,anime
Orquestra da terra,Rei do Gado,Rei do Gado,brasil
Oster Project,Piano x Forte x Scandal,MEIKO,vocaloid
Otetsu,Carnival,Gumi,vocaloid
Otoboke Beaver,Don't Light My Fire,gogogogogogogogo TO HELL,jrock metal
Otsuki Kenji,Zetsubou Yuugi,Sayonara Zetsubou Sensei,anime
The outfield,Your love,,rock
Outkast,Hey ya!,,pop
Owata,Paradichlobenzene,Kagamine Len,vocaloid
OxT,Clattanoia,Overlord,anime
Ozzy Osbourne,Crazy Train,,metal rock 50s-80s
Ozzy Osbourne,Bark at the moon,,metal rock 50s-80s
P!NK,Raise Your Glass,,pop
P!NK,So what,,pop
Panic at the disco,Emperor's new clothes,,pop rock
Panic at the disco,Nine in the afternoon,,pop rock
Pantera,Cowboys from hell,,metal 50s-80s
Papa Roach,Blood Brothers,,rock metal
Papa Roach,Last Resort,,rock metal
Papa Roach,Lifeline,,rock metal
Paramore,Rose-Colored Boy,,Rock Pop
Paramore,All I Wanted,,Rock Pop
Paramore,Playing God,,Rock Pop
Paramore,Brighter,,Rock Pop
Paramore,The News,,Rock Pop
Paramore,Last Hope,,Rock Pop
Paramore,Decode,,rock pop
Paramore,Hard Times,,rock pop
Paramore,Misery Business,,rock pop
Paramore,That's what you get,,rock pop
Pastiche,Sonic Boom,Sonic,soundtrack
Pat Benatar,Hit me with your best shot,,
Paul Mccartney,Maybe I'm amazed,,rock 50s-80s
Peach Maki,Karameru Momo Jam 120%,,
Pearl Jam,Alive,,Rock
Pearl Jam,Even flow,,rock
The peggies,Centimeter,Kanokari (Rent-a-girlfriend),anime
The peggies,Kimi no Sei,Seishun wa buta yarou (Bunny Girl),anime
Pete Townshend,Let My Love Open the Door,,
Pelican Fanclub,Sangeshoku,Dr Stone,anime
Penpals,Tell me why,Berserk,anime jrock
People in the box,Seijatachi,Tokyo Ghoul,anime
Pepe moreno,Menino de rua,Alô Pepe Moreno!,
A perfect circle,The outsider,,
Perfume,Cling Cling,,jpop
Perfume,Cosmic Explorer,,jpop
Perfume,Time Warp,,jpop
Pharrell Williams,Happy,,pop
Phil Collins,In the air tonight,,50s-80s
Phil Collins,Son of Man,Tarzan,soundtrack 50s-80s
Phil Collins,You'll be in my heart,Tarzan,soundtrack 50s-80s
Philosophy no dance,Shu Cream Funk,Mashle,anime
Phish,Llama,,rock
Phoenix,Lasso,,indie pop
Piko-taro,Pen-Pineapple-Apple-Pen,,jpop
The Pillows,Funny bunny,,jrock
The Pillows,Last Dinosaur,BECK,anime jrock
The Pillows,Ride on shooting star,FLCL,anime
The Pillows,Last Dinosaur (Fool on Cool Version),FLCL,anime
The Pillows,Thank you my twilight,FLCL,anime
The Pillows,Star Overhead,FLCL,anime
Pink Floyd,Another Brick in the wall (parte 2),,rock 50s-80s
Pink Floyd,Money,CUSTA O DOBRO DE FICHAS,50s-80s rock
PinkPantheress ft. Ice Spice,Boy's a Liar pt. 2,,Pop indie
Pinocchio-p,Magical Girl and Chocolate,Hatsune Miku,vocaloid
Pitty,Equalize (Eu vou equalizar você),sem letra,brasil rock
Pitty,Admirável Chip Novo,,Brasil Rock
Pixies,Wave of mutilation,,indie rock
Placebo,Every You Every Me,Filme Segundas Intenções,Rock soundtrack
Plasmagica,Have a nice MUSIC!!!,Show By Rock sem letra,anime
Poison,Fallen Angel,,metal
Portugal. THe Man,Creep in a T-Shirt,,Indie Rock
Pokémon,Mimikyu's Song,Pokemon,anime
Pokémon,Together Forever,Pokemon,anime
Pokémon,Pokémon tema BR,Pokemon sem bateria,anime
The Police,Don't stand so close to me,,rock 50s-80s
The Police,Every little thing she does is magic,,rock 50s-80s
The Police,Synchronicity II,,rock 50s-80s
The Police,Next to you,,rock 50s-80s
The Police,Can't stand losing you,,rock 50s-80s
The Police,Truth hist everybody,,rock 50s-80s
Polkadot Stingray,Denkousekka,,jrock
Polkadot Stingray,Free,,jrock
Polyphonicbranch,Nijigen Dream Fever,Hatsune,vocaloid
Poni Haox,Antibodies,,
Poppin' Party,Introduction,Bang Dream,anime
Poppin' Party,Star Beat! ~Hoshi no kodou~,Bang Dream,anime
Poppy,They're all around us,,Metal 
Poppy,Bite Your Teeth,,Metal
Poppy,New Way Out,,Metal
Porno Graffitti,The day,Boku no Hero Academia,anime
Porno Graffitti,Melissa,Fullmetal Alchemist,anime
Porter Robinson,Sad Machine,,
Power  Rangers,Mighty Morphin' Power Rangers Theme,Power Rangers,soundtrack
Powerman 5000,When worlds collide,Tony Haks,soundtrack
The Powerpuff girls,Love Makes the world go 'round,The powerpuff girls,
The presidents of the United States,Lump,,
The presidents of the United States,Video Killed the Radio Star,,
Pretty girls make graves,Something bigger something brighter,,
The primitives,Crash,,
Primus,Jerry was a race car driver,,
Primus,South Park Theme,South Park,soundtrack
Propellerheads,Spybreak!,,
PSY,GANGNAM STYLE,,kpop
PSY,Daddy,,k-pop
PSY,Gentleman,,k-pop
Psychic Lover,Samurai Sentai Shinkenger,Samurai Sentai Shinkeger,soundtrack
Puffy,Kore ga watashi no ikiru michi,Relife,anime
Puffy AmiYumi,K2G,,jrock jpop
Puffy AmiYumi,Your Love is a Drug,,jpop jrock
Quad city dj's,Space Jam,Space Jam,soundtrack
Queen,Another one bites the dust,,50s-80s rock
Queen,Ay-oh (at live aid),,50s-80s rock
Queen,Bohemian Rhapsody,,50s-80s rock
Queen,Crazy little thing called love,,50s-80s rock
Queen,Death on two legs (dedicated to...),,50s-80s rock
Queen,Fat Battomed Girls,,50s-80s rock
Queen,Hammer to fall (at live aid),,50s-80s rock
Queen,I want it all,,50s-80s rock
Queen,I want to break free,,50s-80s rock
Queen,Killer queen,,50s-80s rock
Queen,One vision,,50s-80s rock
Queen,Somebody to love,,50s-80s rock
Queen,Tie your mother down,,50s-80s rock
Queen,Under Pressure,,50s-80s rock
Queen,We are the champions,,50s-80s rock
Queen,We will rock you,,50s-80s rock
QUEENDOM,Chitty Chitty Bang Bang,Paripi Koumei - Ya Boy Konging,anime
Queen Bee,.01,Undead Unluck,anime
Queen Bee,Mephisto,Oshi no Ko,anime
Queens of the stone age,3's & 7's,,rock
Queens of the stone age,In my head,,rock
Queens of the stone age,Little Sister,,rock
Queens of the stone age,No one knows,,rock
Queens of the stone age,Sicksicksick,,rock
Quiet Riot,Bang your head,,metal 50s-80s
Quiet Riot,Cum on feel the noize,,metal 50s-80s
Queens of the Stone Age,Go with the Flow,,Rock
R.E.M. REM,Imitation of life,,rock
R.E.M. REM,Orange Crush,,rock
Raça Negra,Cheia de Manias,Essa barra que é gostar de você,Brasil
Radiohead,Creep,,rock
Radwimps,Oshakashama,,jrock
Radwimps,Zen zen zense,Kimi no na wa,soundtrack
Rae & Claire,O.C. ~Optimum Combination Ep1 ver,I'm in Love with the Villainess sem bateria,anime
Rae & Claire,O.C. ~Optimum Combination Ep2 ver,I'm in Love with the Villainess sem bateria,anime
Rae & Claire,O.C. ~Optimum Combination Side by Side,I'm in Love with the Villainess sem bateria,anime
Rae & Claire,Raise Y/our Hands!!,I'm in Love with the Villainess sem bateria,anime
Rage Against the Machine,Bulls on Parade,do solinho uenueunenueun,Metal
Rage Against the Machine,Down Rodeo,,Metal
Rage Against the Machine,Guerrilla Radio,,Metal
Rage Against the Machine,Killing In The Name,and now you do what they told ya,Metal
Rage Against the Machine,Testify,,Metal
Rage Against the Machine,Wake Up,,Metal
Rage Against the Machine,Sleep Now In The Fire,,Metal
Raimundos,Mulher de fases,Complicada e perfeitinha você me apareceu,brasil rock
Raito,Basilica,Melty Blood,soundtrack
Ramones,Pet Sematary,i don't wanna be buried,50s-80s Rock
Ramones,Blitzkrieg Bop,,50s-80s rock
Ramones,I wanna be sedated,,50s-80s rock
Ramones,Judy is a punk,,50s-80s rock
Ramones,The KKK took my baby away,,50s-80s rock
Ramones,Rock 'n' roll high school,,50s-80s rock
Ramones,Theme from Spiderman,Spider Man,soundtrack
Ramones,Rockaway Beach,,50s-80s rock
Ramones,Teenage Lobotomy,,50s-80s rock
Ramones,Sheena is a Punk Rocker,,50s-80s rock
Rammstein,Du Hast,Matrix,soundtrack Metal
Rammstein,Mein Herz Brennt,,Metal
Rammstein,Sonne,Eins...hier kommt die sonne,Metal
Rammstein,Mutter,,Metal
Rammstein,Weisses Fleisch,,Metal
Rammstein,Ich Tu Dir Weh,,Metal
Rammstein,Sehnsucht,,Metal
Rammstein,Mein Teil,,Metal
Rammstein,Engel,,Metal
Rammstein,Amerika,,Metal
Rammstein,Stein um Stein,,Metal 
Rammstein,Radio,,Metal
The Rampage,Love will find a way,,
Rancid,Fall Back Down,,
Rascal Flatts,Life is a highway,,
Rascal Flatts,Summer nights,,
The Rasmus,Guilty,,
The Rasmus,In the shadows,,
Rata Blanca,La Leyenda del Hada y el Mago,,Rock Metal
Ratt,Roung and round,,
The Raveonettes,Last Dance,,rock
Ray Parker Jr.,Ghostbusters,Caça Fantasmas,soundtrack
Razorlight,Stumble and Fall,,rock
RBD,Empezar desde cero,RBD,soundtrack
RBD,Salvame,RBD,soundtrack
Reba Mcentire,The night the lights went out in Georgia,,
Rebecca Black,Friday,,pop
Rebecca Sugar,Stronger than you,,pop
Red Hot Chili Peppers,By the way,,rock 50s-80s
Red Hot Chili Peppers,Can´t Stop,,rock 50s-80s
Red Hot Chili Peppers,Dani California,,rock 50s-80s
Red Hot Chili Peppers,Give it Away,,rock 50s-80s
Red Hot Chili Peppers,Snow (Hey oh),,rock 50s-80s
Red Hot Chili Peppers,Scar Tissue,,rock 50s-80s
Red Hot Chili Peppers,Otherside,,rock 50s-80s
Red Hot Chili Peppers,Californication,,rock 50s-80s
The Refreshments,Yahoos and triangles,King of The Hill,
Reginaldo Rossi,Garçom,Garçom Aqui nessa mesa de bar sem bateria,brasil
Release Hallucination,Chronostasis,,
The Rembradts,I'll be there for you,Friends,soundtrack
REOL,Yoi Yoi Kokon,,j-song
ReoNa,Anima,Sword Art Online,anime
ReoNa,Lost,Tsukihime -A piece of blue glass moon,soundtrack
The Replacements,Alex Chilton,,
The Replacements,Swingin' Party,,
Resident Evil 2,Ending Theme,Resident Evil,soundtrack
Rex Allen,There's a great big beautiful tomorrow,Walt Disney World,soundtrack
Rica Matsumoto,Alive a life,Kamen Rider,
Rica Matsumoto,Mezase Pokemon Master,Pokemon,anime
Ricardo Junior,We Gotta Power (temos a força ver Br),Dragon Ball Z,anime
Ricardo Silva,We Are! (Latino),One Piece,anime
Rick Astley,Never gonna give you up,never gonna let you down,pop 50s-80s
Rick Astley,Together Forever,,pop 50s-80s
Rick Springfield,Jessie's Girl,,
Rie Takahashi,Stay Alive,Re:Zero,anime
Rie Takahashi,Kyoukan Sarenakute Mo Ii Ja Nai,Akulas sem bateria,anime
Rie Takahashi,Megumin´s Explosion Song,Konosuba sem bateria,anime
Rie Takahashi e Aki Toyosaki,Jump in,Konosuba,anime
Rie Tanaka,Ningyo hime,Chobits,anime
Rigel Theatre,Lurie,,
Rihanna,Diamonds,,pop
Rihanna,Work,,pop
Rika Mayama,Liar Mask,akame ga Kill,anime
Rilo Kiley,Portions for Foxes,,
